stop_id,on_street,cross_street,routes,boardings,alightings,month_beginning,daytype,location,Wards,Census Tracts,Zip Codes,Community Areas,Historical Wards 2003-2015
9626,AUSTIN,WASHINGTON,"N20,91",93.2,22.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.88219676', 'longitude': '-87.77456775'}",7,618,22216,26,52
9627,AUSTIN,WEST END/RANDOLPH,"N20,91",29.3,16.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.88407586', 'longitude': '-87.77467462'}",7,618,22216,26,52
9628,AUSTIN,FULTON/PLEASANT,"N20,91",52.8,21.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.88567802', 'longitude': '-87.77475289'}",7,618,22216,26,52
9629,AUSTIN,CORCORAN/SOUTH BLVD,"N20,91",517.0,270.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.88698', 'longitude': '-87.77478'}",7,618,22216,26,52
9630,AUSTIN,LAKE,91,204.8,78.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.88817173', 'longitude': '-87.77482935'}",7,672,22216,26,52
9632,AUSTIN,ERIE,91,70.3,56.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.891786', 'longitude': '-87.774958'}",7,672,22216,26,52
9633,AUSTIN,HURON,91,36.0,57.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.89289401', 'longitude': '-87.77499463'}",7,672,22216,26,52
9634,AUSTIN,CHICAGO,91,222.4,223.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.89493594', 'longitude': '-87.77504343'}",7,671,4299,26,52
9635,AUSTIN,IOWA,91,29.6,53.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.89664812', 'longitude': '-87.77511856'}",7,671,4299,26,52
9636,AUSTIN,AUGUSTA,91,27.9,54.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.89850513', 'longitude': '-87.77517594'}",7,671,4299,26,52
9637,AUSTIN,THOMAS,91,15.9,39.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.90027047', 'longitude': '-87.77523138'}",7,671,4299,26,52
9638,AUSTIN,DIVISION,91,105.5,220.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.90189912', 'longitude': '-87.7752696'}",7,671,4299,26,52
9639,AUSTIN,BERKSHIRE/POTOMAC,91,13.4,41.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.90394159', 'longitude': '-87.77535033'}",7,565,4299,26,52
9640,AUSTIN,GREENFIELD/HIRSCH,91,17.4,66.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.90568169', 'longitude': '-87.77533052'}",7,565,4299,26,52
9641,AUSTIN,LE MOYNE,91,7.3,41.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.90755661', 'longitude': '-87.77547254'}",7,565,4299,26,52
9642,AUSTIN,NORTH AVENUE,91,123.9,399.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.90910669', 'longitude': '-87.77551061'}",7,565,22615,26,52
9643,AUSTIN,WABANSIA,91,57.2,74.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.910989', 'longitude': '-87.775213'}",7,597,22615,26,52
9644,AUSTIN,BLOOMINGDALE,91,38.8,84.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.912807', 'longitude': '-87.775272'}",7,597,22615,26,52
9645,AUSTIN,CORTLAND,91,25.0,34.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.91416854', 'longitude': '-87.7753051'}",7,597,22615,26,52
9646,AUSTIN,DICKENS,91,20.0,48.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.917813', 'longitude': '-87.775438'}",7,57,22615,19,52
9647,AUSTIN,GRAND,91,106.4,79.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.92076102', 'longitude': '-87.77552026'}",44,57,22615,19,4
9648,AUSTIN,BELDEN,91,25.4,16.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.921916', 'longitude': '-87.77558'}",44,77,22615,19,4
9649,AUSTIN,FULLERTON,91,102.9,103.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.92368974', 'longitude': '-87.77560955'}",44,57,22615,19,4
9650,AUSTIN,ALTGELD,91,26.7,14.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.925565', 'longitude': '-87.775704'}",21,78,22615,19,52
9651,AUSTIN,WRIGHTWOOD,91,30.0,20.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.92739', 'longitude': '-87.775765'}",21,78,22615,19,52
9652,AUSTIN,SCHUBERT,91,24.0,17.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.92924842', 'longitude': '-87.77581412'}",21,78,22615,19,27
9653,AUSTIN,DIVERSEY,91,106.0,108.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.93108677', 'longitude': '-87.77583592'}",21,58,22615,19,27
9654,AUSTIN,GEORGE,91,25.3,26.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.932871', 'longitude': '-87.775949'}",21,82,22254,19,27
9656,AUSTIN,BARRY,91,15.6,87.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.936519', 'longitude': '-87.776073'}",21,82,22254,19,27
9657,AUSTIN,BELMONT,91,133.3,109.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.938614', 'longitude': '-87.776134'}",21,342,22254,15,25
9658,AUSTIN,SCHOOL,91,9.9,6.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.940176', 'longitude': '-87.776206'}",21,342,22254,15,25
9659,AUSTIN,ROSCOE,91,46.4,99.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.942012', 'longitude': '-87.776277'}",44,342,22254,15,25
9660,AUSTIN,CORNELIA,91,15.4,7.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.943845', 'longitude': '-87.776348'}",44,342,22254,15,25
9661,AUSTIN,ADDISON,91,89.2,112.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.945684', 'longitude': '-87.776419'}",44,342,22254,15,25
9662,AUSTIN,WAVELAND,91,17.8,7.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.947504', 'longitude': '-87.776489'}",44,311,22254,15,25
9663,AUSTIN,GRACE,91,29.3,19.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.949324', 'longitude': '-87.776559'}",19,311,22254,15,25
9664,AUSTIN,BYRON,91,9.9,9.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.951122', 'longitude': '-87.776629'}",19,311,22254,15,25
9665,AUSTIN,IRVING PARK,91,70.3,152.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.95293517', 'longitude': '-87.77667787'}",19,311,22254,15,25
9666,AUSTIN,BELLE PLAINE,91,21.7,8.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.954778', 'longitude': '-87.776761'}",19,26,22254,15,25
9667,AUSTIN,BERTEAU,91,28.4,25.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.956603', 'longitude': '-87.776822'}",19,26,22254,15,25
9668,AUSTIN,CULLOM,91,8.0,9.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.95843', 'longitude': '-87.776883'}",19,26,22254,15,25
9669,AUSTIN,MONTROSE,91,59.9,139.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96026', 'longitude': '-87.776944'}",19,26,22254,15,25
9670,AUSTIN,SUNNYSIDE,91,13.7,15.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.962075', 'longitude': '-87.777005'}",19,94,21869,15,25
9671,AUSTIN,WILSON,91,13.3,6.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.963893', 'longitude': '-87.777066'}",19,94,21869,15,25
9672,AUSTIN,EASTWOOD,91,15.7,8.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96482823', 'longitude': '-87.7770849'}",19,94,21869,15,25
9673,AUSTIN,LELAND,91,12.8,7.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96574123', 'longitude': '-87.7771149'}",50,94,21869,15,20
9674,AUSTIN,LAWRENCE,91,12.4,57.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96754174', 'longitude': '-87.7771733'}",50,94,21869,15,20
9675,LAWRENCE,AUSTIN,"81W,91",78.2,30.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96758666', 'longitude': '-87.77692805'}",50,94,21869,15,20
9676,LAWRENCE,MARMORA,"81W,91",24.5,7.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.967637', 'longitude': '-87.774917'}",50,94,21869,15,20
9677,LAWRENCE,MENARD,"81W,91",38.9,17.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.967668', 'longitude': '-87.772883'}",50,94,21869,15,20
9678,LAWRENCE,MAJOR,"81W,91",19.4,12.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96769134', 'longitude': '-87.77008335'}",50,94,21869,15,20
9679,LAWRENCE,CENTRAL,"81W,91",32.9,52.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96771202', 'longitude': '-87.76762706'}",50,94,21869,15,20
9680,LAWRENCE,LINDER,"81W,91",14.9,11.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96774357', 'longitude': '-87.76511557'}",50,260,21869,15,20
9681,LAWRENCE,LONG,"81W,91",3.5,22.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96759747', 'longitude': '-87.7626643'}",50,260,21869,15,20
9684,LAWRENCE,LONG,"81W,91",30.7,7.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.967717', 'longitude': '-87.76246'}",50,129,21869,11,20
9685,LAWRENCE,LINDER,"81W,91",18.2,12.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96787601', 'longitude': '-87.76492204'}",50,129,21869,11,20
9686,LAWRENCE,CENTRAL,"81W,91",129.7,47.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96785479', 'longitude': '-87.76732129'}",50,129,21869,11,20
9687,LAWRENCE,MAJOR,"81W,91",15.0,22.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.967801', 'longitude': '-87.770069'}",50,94,21869,15,20
9688,LAWRENCE,MENARD,"81W,91",20.6,42.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.967761', 'longitude': '-87.772711'}",50,94,21869,15,20
9689,LAWRENCE,MARMORA,"81W,91",9.5,34.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96774524', 'longitude': '-87.7747212'}",50,94,21869,15,20
9690,GUNNISON,AUSTIN,81W,7.6,7.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96858643', 'longitude': '-87.77872102'}",50,779,21869,11,20
9691,GUNNISON,MEADE,81W,4.7,13.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96855143', 'longitude': '-87.78062115'}",50,779,21869,11,20
9692,GUNNISON,MELVINA (west leg),81W,2.4,8.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96853247', 'longitude': '-87.78306761'}",50,779,21869,11,20
9693,GUNNISON,MOBILE,81W,1.9,7.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96849308', 'longitude': '-87.78544981'}",50,779,21869,11,20
9694,GUNNISON,NAGLE,81W,37.4,42.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96847297', 'longitude': '-87.78781359'}",50,779,4453,11,20
9695,NAGLE,STRONG,"86,91",2.9,4.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.970127', 'longitude': '-87.787896'}",50,779,21869,11,20
9697,NAGLE,CARMEN,"86,91",0.2,2.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.973749', 'longitude': '-87.787826'}",50,779,21869,11,20
9698,NAGLE,FOSTER,"86,91",1.5,15.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97556813', 'longitude': '-87.78779559'}",50,779,21869,11,20
9700,NAGLE,BERWYN,"86,91",0.1,0.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97739122', 'longitude': '-87.78776172'}",50,779,21869,11,20
9701,NAGLE,BALMORAL,"86,91",0.8,7.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97918471', 'longitude': '-87.78772953'}",50,779,21869,11,20
9702,NAGLE,CATALPA,"86,91",1.0,4.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98100361', 'longitude': '-87.78769164'}",50,779,21869,11,20
9703,NAGLE,BRYN MAWR,"86,91",2.6,148.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98280027', 'longitude': '-87.78762514'}",50,779,21869,11,20
9704,NAGLE,AVONDALE/SOMERSET,"86,91",2.1,27.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98477419', 'longitude': '-87.78762968'}",50,656,22532,36,20
9706,NAGLE,ROSEDALE,86,0.3,4.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98833618', 'longitude': '-87.78756002'}",50,656,22532,36,20
9707,NAGLE,PETERSON,86,0.6,5.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99003026', 'longitude': '-87.78752712'}",50,656,22532,36,20
9708,NAGLE,HYACINTH,86,0.3,9.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99126336', 'longitude': '-87.78750139'}",38,656,22532,36,20
9709,NAGLE,RAVEN,86,0.1,11.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99349632', 'longitude': '-87.78746223'}",38,656,22532,36,20
9710,NAGLE,HAFT,86,0.8,17.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99514985', 'longitude': '-87.78743096'}",38,656,22532,36,20
9711,NAGLE,MILWAUKEE,86,0.8,16.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99650062', 'longitude': '-87.78741989'}",38,656,22532,36,20
9712,LAWRENCE,CUMBERLAND,81W,84.6,35.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96650203', 'longitude': '-87.83629593'}",,,4453,,21
9713,LAWRENCE,PITTSBURGH,81W,3.8,3.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96654199', 'longitude': '-87.83335527'}",,,4453,,21
9714,LAWRENCE,COURTLAND,81W,5.7,7.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96657549', 'longitude': '-87.83147139'}",,,4453,,21
9715,LAWRENCE,VINE,81W,0.6,0.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96664629', 'longitude': '-87.82882448'}",,,4453,,21
9716,LAWRENCE,CANFIELD,81W,28.8,13.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96666995', 'longitude': '-87.82637998'}",,,4453,,21
9717,LAWRENCE,OPAL,81W,1.4,0.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.9667403', 'longitude': '-87.8232263'}",,,4453,,21
9718,LAWRENCE,OVERHILL,81W,10.7,7.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.966898', 'longitude': '-87.8194'}",,,4453,,21
9719,LAWRENCE,ORIOLE,81W,11.7,10.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96692717', 'longitude': '-87.81651896'}",,,4453,,21
9720,LAWRENCE,OLCOTT,81W,21.7,13.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.966997', 'longitude': '-87.814502'}",,,4453,,21
9721,LAWRENCE,OKETO,81W,11.5,10.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96708191', 'longitude': '-87.81220527'}",,,4453,,21
9722,LAWRENCE,OCTAVIA,81W,7.9,7.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.967098', 'longitude': '-87.809603'}",,,4453,,21
9723,HARLEM,GUNNISON,"81W,90",130.3,106.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96811163', 'longitude': '-87.80698451'}",,,4453,,21
9724,GUNNISON,MONTCLARE,81W,19.7,3.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96820274', 'longitude': '-87.80489248'}",,,4453,,21
9725,GUNNISON,SAYRE/NORDICA,81W,12.4,2.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96819705', 'longitude': '-87.80263695'}",,,4453,,21
9726,GUNNISON,NEW ENGLAND,81W,9.1,2.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.9682304', 'longitude': '-87.80022784'}",,,4453,,21
9727,GUNNISON,OAK PARK,81W,17.9,4.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96828371', 'longitude': '-87.79782743'}",,,4453,,21
9728,GUNNISON,RUTHERFORD,81W,5.1,1.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96831803', 'longitude': '-87.79506968'}",,,4453,,21
9729,GUNNISON,NATOMA,81W,9.1,4.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96831347', 'longitude': '-87.79275821'}",,,4453,,21
9730,GUNNISON,NEENAH,81W,4.3,5.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96828536', 'longitude': '-87.79029458'}",,,4453,,21
9731,LAWRENCE,AUSTIN/MASON,81W,29.7,22.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96772483', 'longitude': '-87.77699116'}",50,94,21869,15,20
9732,GUNNISON,NEENAH,81W,5.7,4.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96844151', 'longitude': '-87.79025431'}",,,4453,,21
9733,GUNNISON,NATOMA,81W,6.3,12.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96844451', 'longitude': '-87.79268931'}",,,4453,,21
9734,GUNNISON,RUTHERFORD,81W,1.8,8.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96842651', 'longitude': '-87.79510431'}",,,4453,,21
9735,GUNNISON,OAK PARK,81W,7.3,12.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96837696', 'longitude': '-87.79760062'}",,,4453,,21
9736,GUNNISON,NEW ENGLAND,81W,5.0,10.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96838328', 'longitude': '-87.8000385'}",,,4453,,21
9737,GUNNISON,SAYRE/NORDICA,81W,3.3,15.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96831632', 'longitude': '-87.80231848'}",,,4453,,21
9738,GUNNISON,MONTCLARE,81W,4.8,20.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96830315', 'longitude': '-87.80474535'}",29,700,4453,36,34
9740,HARLEM,LAWRENCE,"81W,90",205.5,128.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96749737', 'longitude': '-87.80730554'}",,,4453,,21
9741,LAWRENCE,OCTAVIA,81W,4.9,9.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96726755', 'longitude': '-87.80951051'}",,,4453,,21
9742,LAWRENCE,OKETO,81W,12.5,10.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.9672508', 'longitude': '-87.81194994'}",,,4453,,21
9743,LAWRENCE,OLCOTT,81W,17.5,22.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96718278', 'longitude': '-87.81436967'}",,,4453,,21
9744,LAWRENCE,ORIOLE,81W,8.6,11.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96707738', 'longitude': '-87.81685102'}",,,4453,,21
9745,LAWRENCE,OVERHILL,81W,11.3,14.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96703358', 'longitude': '-87.81922355'}",,,4453,,21
9746,LAWRENCE,OPAL,81W,14.1,21.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96702744', 'longitude': '-87.82259808'}",,,4453,,21
9747,LAWRENCE,CANFIELD,81W,8.1,16.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96693063', 'longitude': '-87.82659778'}",,,4453,,21
9748,LAWRENCE,VINE,81W,0.0,1.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96685177', 'longitude': '-87.82868795'}",,181,4453,,21
9749,LAWRENCE,PROSPECT,81W,10.3,4.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96676517', 'longitude': '-87.83101847'}",,181,4453,,21
9750,LAWRENCE,PITTSBURGH,81W,3.3,5.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96677398', 'longitude': '-87.83321263'}",,181,4453,,21
9751,LAWRENCE,CUMBERLAND,81W,33.7,75.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.96669985', 'longitude': '-87.83643297'}",,181,4453,,21
9752,MILWAUKEE,GETTYSBURG/FOSTER (n.leg),"56A,85,85A",52.2,51.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97556751', 'longitude': '-87.76747841'}",50,780,21869,11,20
9753,MILWAUKEE,CENTRAL,"56A,85,85A",67.2,35.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97644309', 'longitude': '-87.76826991'}",50,128,21869,11,20
9754,MILWAUKEE,PARKSIDE,56A,15.4,17.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97884256', 'longitude': '-87.77048818'}",50,693,21869,11,20
9755,MILWAUKEE,MENARD,56A,21.6,38.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98178672', 'longitude': '-87.77314622'}",50,693,21869,11,20
9756,MILWAUKEE,MILTMORE,56A,16.5,23.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98326923', 'longitude': '-87.77449965'}",50,701,22532,11,20
9757,MILWAUKEE,MASON,56A,4.0,35.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98569599', 'longitude': '-87.77668573'}",50,701,22532,11,20
9758,MILWAUKEE,AUSTIN,56A,14.8,48.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98692474', 'longitude': '-87.77784614'}",50,701,22532,11,20
9759,MILWAUKEE,MEDINA,56A,4.6,29.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98866163', 'longitude': '-87.77945601'}",50,656,22532,36,20
9760,MILWAUKEE,PETERSON,56A,2.7,55.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99007595', 'longitude': '-87.7807643'}",50,656,22532,36,20
9762,MILWAUKEE,RAVEN,56A,0.3,29.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.994485', 'longitude': '-87.78502'}",38,656,22532,36,20
9763,MILWAUKEE,HAFT,56A,1.1,33.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.995805', 'longitude': '-87.786273'}",38,656,22532,36,20
9764,MILWAUKEE,NAGLE,56A,2.1,10.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.996983', 'longitude': '-87.787373'}",38,656,22532,36,20
9765,DEVON,MILWAUKEE,56A,3.5,9.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99740527', 'longitude': '-87.78850236'}",29,657,22243,36,34
9766,DEVON,NASHVILLE,56A,1.3,4.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99745188', 'longitude': '-87.79079696'}",29,657,22243,36,34
9767,DEVON,NORMANDY,56A,2.7,7.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99736681', 'longitude': '-87.79377676'}",29,657,22243,36,34
9768,DEVON,OAK PARK,56A,0.0,3.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99735003', 'longitude': '-87.79531656'}",29,657,22243,36,34
9769,DEVON,NEWARK,56A,0.2,3.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99689583', 'longitude': '-87.79861695'}",29,657,22243,36,34
9770,DEVON,SAYRE,56A,1.4,3.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.997097', 'longitude': '-87.800388'}",29,657,22243,36,34
9772,HARLEM,NORTHWEST HWY,"56A,90N",19.3,9.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99718269', 'longitude': '-87.80691468'}",29,654,22243,77,34
9773,HARLEM,PALATINE,"56A,90N",47.8,8.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.995475', 'longitude': '-87.806891'}",29,655,22243,77,34
9775,AVONDALE,DEVON/ODELL,56A,2.6,9.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99703705', 'longitude': '-87.81007978'}",29,655,22243,77,34
9776,DEVON,NORTHWEST HWY,56A,2.1,0.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99748366', 'longitude': '-87.80790851'}",29,654,22243,77,34
9777,DEVON,HARLEM,56A,3.4,0.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99769301', 'longitude': '-87.80692422'}",29,654,22243,77,34
9778,DEVON,NORDICA,56A,3.4,0.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.997376', 'longitude': '-87.803083'}",29,657,22243,36,34
9779,DEVON,SAYRE,56A,3.1,0.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.997063', 'longitude': '-87.800946'}",29,657,22243,36,34
9780,DEVON,NEWARK,56A,5.6,0.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.996743', 'longitude': '-87.798898'}",29,657,22243,36,34
9781,DEVON,OAK PARK,56A,3.4,0.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99722811', 'longitude': '-87.79570379'}",29,657,22243,36,34
9782,DEVON,NORMANDY,56A,4.9,2.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99726', 'longitude': '-87.794049'}",29,657,22243,36,34
9783,DEVON,NEENAH,56A,2.2,1.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.997254', 'longitude': '-87.789995'}",29,657,22243,36,34
9784,DEVON,MILWAUKEE,56A,4.0,1.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99728047', 'longitude': '-87.78805997'}",29,657,22243,36,34
9785,MILWAUKEE,HAFT,56A,46.8,2.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99577068', 'longitude': '-87.78656115'}",38,656,22532,36,20
9786,MILWAUKEE,RAVEN,56A,33.0,1.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99449287', 'longitude': '-87.78533594'}",38,656,22532,36,20
9788,MILWAUKEE,PETERSON,56A,55.9,3.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.99029432', 'longitude': '-87.78132513'}",38,656,22532,36,20
9789,MILWAUKEE,MEDINA,56A,34.5,2.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98862339', 'longitude': '-87.77977275'}",50,656,22532,36,20
9790,MILWAUKEE,AUSTIN,56A,73.5,6.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98675153', 'longitude': '-87.77803703'}",50,656,22532,36,20
9791,MILWAUKEE,MASON,56A,19.9,1.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98550011', 'longitude': '-87.77689075'}",50,701,22532,11,20
9793,MILWAUKEE,MENARD,56A,16.4,6.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.98157103', 'longitude': '-87.77332811'}",50,693,21869,11,20
9795,MILWAUKEE,CENTRAL,56A,21.2,6.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97658995', 'longitude': '-87.76872807'}",50,693,21869,11,20
9796,MILWAUKEE,FOSTER(n. leg)/GETTYSBURG,"56A,85,85A",121.7,26.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.97579079', 'longitude': '-87.76802529'}",50,128,21869,11,20
